지점명, 전화번호, 주소, 위도, 경도
군산 축동로점 (오픈 예정),0,전북 군산시 수송동,35.9648059712572,126.717741526776
울산 복산약사점,052-297-0101,울산시 중구 도화골길 17,35.5669358408342,129.331793929127
수원 신동점 (오픈 예정),0,경기도 수원시 영통구 신동,37.2476019257228,127.045995242628
서울 강서구청점,02-2696-8292,서울시 강서구 까치산로 157,37.5513982142678,126.852420120997
김포 양곡점,031-8049-8958,경기도 김포시 양촌읍 양곡2로60번길 57,37.6575392105444,126.630005689202
김포 구래점,031-989-8883,경기도 김포시 솔터로 22,37.6454292192719,126.630857571038
서울 가산점,02-858-9003,서울시 금천구 가산로 89,37.4739325964684,126.894330851593
평택 고덕로데오점,070-4833-9437,경기도 평택시 고덕국제대로 232,37.0581007474363,127.044798124551
전주 인후점,063-244-7009,전북 전주시 덕진구 견훤로 413-1,35.8479620921065,127.151874101816
청주 개신성화점,043-234-9982,충북 청주시 서원구 개신동 643,36.6185831436306,127.449028293579
인천 도원역점,032-885-5943,인천시 중구 참외전로 260,37.467553926451,126.643125038209
경북 상주점,054-536-6779,경북 상주시 무양동 277-5,36.4187197159429,128.15478907859
고양 라페스타점,031-932-1445,경기도 고양시 일산동구 장항동 764-1 C동 111호,37.6613787532149,126.768737301119
서울 신정점,02-2699-3758,서울시 양천구 오목로 131,37.5244924809171,126.851992236897
통영 죽림점,055-649-0303,경남 통영시 광도면 죽림2로 76-147,34.8781542436504,128.421361288565
서울 구로구청점,02-6439-0101,서울시 구로구 가마산로 229,37.4942503257886,126.886365763094
시흥 정왕1호점,031-499-1002,경기도 시흥시 정왕동 1731-21,37.3455021399503,126.73231376507
청주 오송점,043-233-8255,충북 청주시 흥덕구 오송읍 봉산리 903,36.6232049766344,127.31931112338
서울 구로디지털단지역점,02-853-5004,서울시 구로구 디지털로32가길 1,37.4830317080834,126.899390428421
여수 미평점,061-691-9234,전남 여수시 봉계대곡길 70,34.7866578396576,127.688865314395
수원 매교점,031-308-3200,경기도 수원시 팔달구 세지로174번길 5,37.2669461310885,127.02232942981
용인 신봉점,031-889-8310,경기도 용인시 수지구 신봉1로 84,37.3236667087398,127.076483504923
서울 증산점,02-303-1179,서울시 은평구 증산로15길 43,37.5903117375258,126.908717443825
김천 교동신음점,054-435-8988,경북 김천시 교동택지5길 2,36.1435376322214,128.098114175861
울진 죽변점,054-782-2008~9,경북 울진군 죽변면 죽변중앙로 111,37.0570235347824,129.41688524106
고창 동호점,063-562-9001,전북 고창군 해리면 명사십리로 913,35.5163224217127,126.483537445754
천안 나사렛대점,041-574-2353,충남 천안시 서북구 쌍용18길 11,36.7995537902958,127.119444273302
충남 태안점,041-675-3252,충남 태안군 태안읍 동문5길 11-4,36.747919226988,126.306449706979
경남 창녕점,055-533-9285,경남 창녕군 창녕읍 송현리 268-1,35.5426234003323,128.499189710664
평택 비전점,031-691-0303,경기도 평택시 평택5로20번길 34,36.9895343645273,127.114001651074
대전 용운자양점,042-285-3392,대전시 동구 용운로 146-1,36.3279678168965,127.458608203581
대구 지산점,053-781-7775,대구시 수성구 지산로11길 6,35.8261236976736,128.632976678158
서울 가락점,02-3012-5777,서울시 송파구 송파대로30길 41-4,37.4964515293551,127.121466844168
부산 구포점,051-343-7982,부산시 북구 모분재로 8,35.2068369684662,129.006342287259
대구 구지점,053-262-8897,대구시 달성군 구지면 국가산단북로34길 10,35.6622669435023,128.408570809344
안양 비산점,031-388-9979,경기도 안양시 동안구 경수대로884번길 20,37.3974677899693,126.93921976225
횡성 둔내점,033-343-9073,강원도 횡성군 둔내면 고원로 267,37.5054146746564,128.228391569027
충남 계룡점,042-841-6665,충남 계룡시 엄사면 번영로 68,36.2886056462662,127.237908546742
부산 신평점,051-203-8643,부산시 사하구 하신중앙로 170,35.0938469892527,128.96428483733
양평 용문점,031-772-4457,경기도 양평군 용문면 다문리 712-4,37.4857677468517,127.591020720022
부천 중동역점,032-667-4312,경기도 부천시 경인로120번길 32,37.4826700035141,126.76837398995
안성 아양점,031-677-1151,경기도 안성시 아양1로 77-31,37.0070701850345,127.257676795325
전남 강진점,061-433-9954,전남 강진군 강진읍 영랑로4길 25,34.6398840430607,126.770410318141
고양 덕이점,031-913-5579,경기도 고양시 일산서구 하이파크1로 77,37.6966078879688,126.756406124432
부산 초량점,051-467-9282,부산시 동구 초량상로 144-1,35.1238097549,129.041518423869
서울 금호점,02-2292-1253,서울시 성동구 금호동1가 125-2,37.5548968340646,127.020168928514
서울 장지점,02-401-7345,서울시 송파구 새말로 172,37.4855577422487,127.132113078968
용인 보라점,031-282-9576,경기도 용인시 기흥구 한보라2로 17,37.2543777621407,127.111659917567
익산 영등점,063-835-1161,전북 익산시 고봉로30길 3, 106호,35.956549595951,126.970780525975
충남 내포신도시점,041-338-4456,충남 예산군 삽교읍 수암천로 11,36.6630932321366,126.672093069329
대전 노은점,042-822-4677,대전시 유성구 은구비로 44,36.3757315237382,127.319853225421
인천 가정점,032-575-2168,인천시 서구 가정로 437,37.5242524636212,126.670117744395
성남 금광점,031-733-4750,경기도 성남시 중원구 금빛로61번길 25,37.4467313359557,127.164407019252
인천 간석점,032-888-9783,인천시 남동구 백범로 333,37.4641930009904,126.713197741974
칠곡 석적점,054-977-7745,경북 칠곡군 석적읍 동중리1길 9,36.0758683588256,128.412435525375
동탄 영천점,031-375-7344,경기도 화성시 동탄영천로 108-10,37.2118573526171,127.103867306735
강원 홍천점,033-432-9000,강원도 홍천군 홍천읍 연봉서로2길 9,37.6813654749824,127.876561840637
전남 완도점,061-555-2637,전남 완도군 완도읍 개포로 150,34.3190766169812,126.744477936629
인천 도화점,032-873-6222,인천시 미추홀구 염전로202번길 63,37.4754404468443,126.660340641317
인천 용현점,032-889-6222,인천시 미추홀구 토금남로 2,37.4529306269881,126.63290569665
인천 인하대역점,032-891-9222,인천시 미추홀구 독배로 309,37.4477929074767,126.649257867689
서울 성신여대점,02-929-5399,서울시 성북구 동선동1가 85-70,37.5925147828517,127.018692599768
음성 금왕점,043-877-7974,충북 음성군 금왕읍 대금로 1458-5,36.9880721989312,127.594353209615
익산 동산점,063-852-6343,전북 익산시 서동로16길 34,35.933285552714,126.96290518667
평택 소사벌점,031-618-9290,경기도 평택시 비전2로 133,37.0021871429553,127.105672972456
수원 정자점,031-268-8226,경기도 수원시 장안구 대평로 27,37.2906870184418,126.994990959844
서울 방이점,02-2203-8882,서울시 송파구 방이동 41-9,37.5163515311888,127.111356590554
서울 천왕점,02-2066-8267,서울시 구로구 천왕동 281 천왕연지타운 2단지 상가동 103호,37.4840144134269,126.84334132511
천안 신부도솔점,041-557-7003,충남 천안시 동남구 신부8길 21 상가1-1, 2동 104호,36.817043232733,127.161310147332
군산 소룡점,063-466-9448,전북 군산시 공단대로 578,35.9711759244328,126.683129849297
의왕 백운호수점,031-422-0010,경기도 의왕시 바라산로 16,37.3740969812771,127.009262682024
군포 금정점,031-397-7890,경기도 군포시 당산로 214,37.3692678344267,126.93978248669
양주 광적점,031-836-4677,경기도 양주시 광적면 가납리 851-5,37.8256167148189,126.984536353868
부천 역곡점,032-343-5761,경기도 부천시 역곡동 86-4,37.488273209632,126.810670171002
대구 본리점,053-572-2121,대구시 달서구 본리동 671-8,35.8382721823547,128.530894459148
부산 문현점,051-982-7676,부산시 남구 고동골로 76,35.1437377793456,129.071400237522
화성 향남1지구점,031-352-7377,경기도 화성시 향남읍 행정서로3길 14-13,37.1305246917587,126.916904589541
김천 혁신점,054-430-9696,경북 김천시 용전4로1길 4,36.1221161808319,128.192872822587
시흥 대야점,031-315-8292,경기도 시흥시 비둘기공원7길 39,37.4424759071005,126.79240255182
서울 홍대점,02-324-7779,서울시 마포구 와우산로 140,37.5538254024223,126.929178896474
충주 호암점,043-848-0102,충북 충주시 호암대로 3,36.9600412474191,127.927231463966
대구 수성동점,053-744-4312,대구시 수성구 수성로75길 16,35.8579231665833,128.612948775365
원주 봉산점,033-732-8881,강원도 원주시 오리현길 62-1,37.33681464338,127.972050902328
서울 보광점,02-749-0540,서울시 용산구 보광동 273-3,37.5307635395357,126.99726776433
광주 용봉점,062-523-3020,광주시 북구 운용로 86,35.17671808249,126.895450604833
용인 양지점,031-333-4566,경기도 용인시 처인구 양지면 남평로 33,37.2311791790016,127.288516536957
구미 봉곡점,054-454-1010,경북 구미시 봉곡동 239-6,36.1515996879388,128.308444903445
강원 대관령점,033-334-9997,강원도 평창군 대관령면 대관령로 86,37.6727730384031,128.705866311502
강원 사북고한점,033-592-3690,강원도 정선군 사북읍 파랑새길 29,37.2238982034758,128.824862408394
안양 메가트리아점,031-441-1002,경기도 안양시 만안구 덕천로 108,37.3907208235419,126.934130474683
이천 창전점,031-635-7375,경기도 이천시 중리천로 67,37.2794754289787,127.445428050539
부천 옥길점,032-349-9993,경기도 부천시 양지로 205,37.4677985713913,126.824174708574
의왕 계원대학점,031-422-0803,경기도 의왕시 계원대학로 12,37.3794755522228,126.972646360767
창원 용원점,055-541-0901,경남 창원시 진해구 용원동 1343-11,35.0871936193684,128.814629027499
원주 단계점,033-745-9922,강원도 원주시 평원초교길 32,37.350581822269,127.932686202286
서울 월계광운대점,02-943-0722,서울 노원구 월계동 949 상가 2호,37.621795353791,127.053802477095
서울 약수점,02-2232-7047,서울시 중구 동호로 193-22,37.5544618459737,127.009187858143
대구 남산점,053-425-2425,대구시 중구 남산동 3012,35.8580570704483,128.582057526162
인천 인하대점,032-876-6067,인천시 미추홀구 인하로 160,37.4488600487132,126.665667322268
제주 화순점,064-794-8003,제주도 서귀포시 안덕면 화순리 317-1,33.247763891219,126.336118939392
목포 석현점,061-285-4002,전남 목포시 영산로 719-29,34.8259419815141,126.416767156956
경기 안성1점,031-677-5882,경기도 안성시 숭인동 20,37.0101550817177,127.274337302454
강릉 입암점,033-651-5111,강원도 강릉시 월대산로 64,37.7598371212841,128.917443680421
영암 삼호점,061-462-8292,전남 영암군 삼호읍 용앙리 1675-1,34.7549693341513,126.46140899839
서울 염창점,02-3663-1327,서울시 강서구 염창동 273-20,37.5514599226845,126.865934657519
거제 수양점,055-636-0766,경남 거제시 수양로 471,34.8916616410898,128.639533683635
안산 반달섬점,031-496-0496,경기도 안산시 단원구 성곡동 845-6,37.3012597758654,126.738658703385
파주 LCD점,031-947-0844,경기도 파주시 탄현면 엘씨디로241번길 30-2,37.810600271344,126.757370660694
공주 중동점,041-858-5842,충남 공주시 봉산길 27,36.455638934087,127.124286999112
전주 효자점,063-222-1587,전북 전주시 완산구 거마평로 147-9,35.8053739214588,127.116035862151
서울 상왕십리역점,02-2282-5592,서울시 성동구 홍익동 614-1,37.5649092537829,127.029573448091
고양 고양동점,031-968-7233,경기도 고양시 덕양구 혜음로 29-9,37.7032480341617,126.901350251604
강원 화천점,033-442-8292,강원도 화천군 화천읍 중앙로 19,38.1042923027788,127.70643240879
천안 차암점,041-569-9399,충남 천안시 서북구 차암동 550,36.8456075040256,127.106724495512
남양주 진접역점,031-575-3196,경기도 남양주시 진접읍 금곡리 1037-8,37.7193238355636,127.202176776996
구미 형곡점,054-456-2337,경북 구미시 신시로 14-1,36.1091256472281,128.339523807801
서울 종로점,02-735-9244,서울시 종로구 삼일대로19길 17,37.5694778027964,126.986506073613
익산 모현점,063-842-8288,전북 익산시 배산로14길 5,35.9459347464638,126.939564442436
청주 용암중흥점,043-288-1994,충북 청주시 상당구 용암북로94번길 56-2,36.618046060668,127.510952052083
인천 박촌점,032-555-5828,인천시 계양구 동양로 11,37.5569198875472,126.746951260454
평택 고덕점,031-667-9785,경기도 평택시 고덕면 고덕여염6길 86,찾을 수 없음,찾을 수 없음
파주 운정가람점,031-945-9289,경기도 파주시 와동동 1598,37.7341136000244,126.752126013784
삼천포 대방점,055-835-7511,경남 사천시 각산로 140,34.9314089098984,128.059550211046
경북 영천점,054-336-8295,경북 영천시 새말1길 10,35.9739530444396,128.944598520574
구미 송정점,054-456-7733,경북 구미시 송정대로 28,36.1171376770804,128.342076996036
인천 부평역점,032-515-4922,인천시 부평구 부평동 568-5,37.4925091889294,126.72871789737
화성 병점점,031-222-4909,경기도 화성시 병점중앙로 155,37.2114500883207,127.038177162699
울산 태화점,052-243-9807,울산 중구 태화동 479-11,35.5502116517262,129.296971056972
서울 대방점,02-816-5582,서울시 동작구 대방동길 51,37.5027068288696,126.92555426535
의정부 금오점,031-841-3960,경기도 의정부시 금오로 108-16,37.7558614369967,127.077068888164
수원 화서점,031-254-8292,경기도 수원시 팔달구 화서동 184-47,37.2768031658336,126.997499999148
대전 월평선사점,042-478-1511,대전 서구 청사서로 11,36.3595789492437,127.374996356553
진주 이현점,055-745-9285,경남 진주시 서장대로 271-2,35.1920376406216,128.062901235796
제천 하소점,043-647-7285,충북 제천시 원뜰로 25,37.1326633328643,128.194336688165
순천 연향점,061-725-2007,전남 순천시 연향번영3길 3,34.9455547109854,127.517595116861
세종 종촌점,044-866-5809,세종시 달빛로 80 상가 1동 111호,36.5048659643189,127.253083698242
경남 거창점,055-942-9798,경남 거창군 거창읍 중앙로 81,35.6854768177574,127.907647116214
세종 대평점,044-863-2267,세종특별자치시 금남면 용포로 45,36.4627232032086,127.280349009579
밀양 삼랑진점,055-353-8825,경남 밀양시 삼랑진읍 삼랑진로 214,35.3960511683335,128.837103861267
대전 도안점,042-300-4445,대전 서구 도안동 1253,36.3190226705412,127.34413406253
부산 명륜점,051-552-4007,부산시 동래구 복천로 6,35.2055500723049,129.086478882805
사천 삼천포점,055-832-3000,경남 사천시 벌리동 47-1,34.9420227778288,128.080803316772
용인 신갈점,031-285-8999,경기도 용인시 기흥구 신구로53번길 10-10,37.2776879158461,127.108524652511
수원 권선점,031-222-0288,경기도 수원시 권선구 권선동 1258-11,37.2523437796192,127.029914900496
경남 남해점,055-864-9900,경남 남해군 남해읍 화전로96번나길 21,34.8413421253333,127.896776161696
송산 그린시티점,031-357-5772,경기 화성시 수노을중앙로 136 메가타워빌딩 1동 115호,37.2847226058721,126.818221887063
창녕 부곡점,055-536-8006,경남 창녕군 부곡면 온천중앙로 7,35.4410568341739,128.586178984569
서울 은평대조점,02-387-3302,서울 은평구 통일로69길 9,37.611500414125,126.927542476038
서울 청량리점,02-6465-8253,서울시 동대문구 전농동 602-19,37.5841854167398,127.050518375889
대구 시지매호점,053-791-9989,대구 수성구 매호동 1088-4,35.8424371647754,128.707555991803
부산 헤리센트점,051-362-7999,부산시 북구 산성로 41,35.2406036059701,129.017805929693
포항 우창점,054-231-9595,경북 포항시 북구 우창로 4,36.0544725319452,129.35906100558
강릉 교동점,033-643-4058,강원도 강릉시 교동 1864-9,37.7648955521314,128.878818502226
강원 양양점,033-673-9555,강원 양양군 양양읍 성내리 90,38.0793330917251,128.614958715164
송도 NC큐브점,032-833-5163,인천시 연수구 아트센터대로 87 401동 120호,37.4023784481142,126.640151020131
충북 음성점,043-873-1235,충북 음성군 음성읍 설성로86번길 18,36.9287479950253,127.691510026654
전주 중화산점,063-227-5872,전북 전주시 완산구 한두평3길 14-5,35.8143138273154,127.124658583669
대전 월평점,042-472-7835,대전 서구 월평동 841,36.3548500906593,127.364376804597
거제 고현점,055-632-9295,경남 거제시 고현동 961-96,34.887929450405,128.621545241831
서울 중림점,02-312-6038,서울 중구 중림동 200,37.5581161473013,126.965306488642
제주 남원점,064-764-1688,제주도 서귀포시 남원읍 남원리 185-1,33.2803334843975,126.719044392609
아산 풍기점,041-548-3355,충남 아산시 남부로 342-1,36.7715263687916,127.018547270655
경기 광주신현점,031-8022-8916,경기도 광주시 오포읍 신현리 740-8 1층,37.3585621718996,127.148631726363
서울 초안산신창점,02-900-0616,서울시 도봉구 창동 492-31,37.6336006518554,127.043448302564
부산 광안1점,051-753-3363,부산 수영구 광안동 131-21,35.1588297395263,129.120523570958
세종 조치원점,044-865-9949,세종특별자치시 조치원읍 충현로 72 101동 104호,36.5953483883018,127.297036980376
부산 부전점,051-817-1333,부산 부산진구 중앙대로 821,35.1651823884655,129.062929485071
울산 병영점,052-295-9215,울산 중구 서동 60-4,35.5798202693944,129.345312320507
용인 강남대점,031-287-9222,경기도 용인시 기흥구 구갈동 582-3,37.2718425032231,127.125146391029
부산 하단점,051-203-3723,부산 사하구 하단동 513-4,35.1086329166475,128.965765413287
원주 단관행복점,033-766-2332,강원 원주시 단관초교길 7 103호,37.3179081704866,127.965473076615
세종 반곡점,044-865-8600,세종시 반곡1길 9,36.4971024953679,127.311030462107
진주 가호점,055-759-7977,경남 진주시 가좌동 639-1,35.1597911542769,128.106216726683
전남 영광점,061-352-7080,전남 영광군 영광읍 남천리 339-4,35.2741505503242,126.504779416581
서울 독산점,02-830-0633,서울 금천구 시흥대로122길 15,37.4694838419946,126.899051709868
세종 한솔점,044-866-5887,세종특별자치시 한솔동 1061,36.4777780952393,127.248966550836
창원 석동점,055-552-0592,경남 창원시 진해구 석동 104-18,35.1498780752249,128.704931893919
충남 부여점,041-833-0007,충남 부여군 부여읍 동남리 198-4,36.2736801896101,126.910772303582
양산 덕계점,055-364-3337,경남 양산시 평산로 118,35.3823844820915,129.142022027971
부산 양정점,051-852-8982,부산시 부산진구 양지로 16,35.1689484994508,129.069827188012
양주 덕정점,031-858-6555,경기 양주시 덕정동 172,37.8417636457068,127.066293833111
서울 신대방역점,02-867-9288,서울 관악구 신림동 517-25,37.4868343133805,126.914726630463
인천 구월아시아드점,032-466-7947,인천 남동구 구월동 1546,37.4413839062716,126.707965637568
용인 둔전점,031-321-5214,경기 용인시 처인구 포곡읍 포곡로117번길 12,37.2710492245294,127.217634798998
인천 왕길점,032-562-9248,인천 서구 왕길동 692-1,37.5966968853044,126.638491464241
서울 성내1점,02-474-5001,서울 강동구 성안로 24,37.5257767086311,127.1299095245
의왕 내손점,031-421-5720,경기 의왕시 내손중앙로 4, 벨포레스퀘어135호,37.3890791132501,126.976862345092
고양 성사점,031-962-5060,경기도 고양시 덕양구 성사동 720-1,37.6537032694909,126.838344414859
부산 연산1점,051-853-2225,부산 연제구 연산동 337-65,35.1877762451853,129.09309562406
부천 고강점,032-682-1110,경기 부천시 고리울로51번길 34,37.5286911594993,126.82215421511
음성 대소점,043-883-3491,충북 음성군 대소면 대동로869번길 9,36.9645214844732,127.490266871629
안양 관양1점,031-388-7505,경기 안양시 동안구 부림로169번길 41,37.3970119478972,126.961784254615
서울 신도림점,02-2677-5949,서울 구로구 신도림동 400-1,37.5061786505399,126.87718452724
강원 횡성점,033-344-4903,강원 횡성군 횡성읍 교항리 116-3,37.4859250488819,127.983163812823
춘천 온의공지천점,033-910-0125,강원 춘천시 퇴계동 1161-3,37.8665997218397,127.723589247813
하남 감일점,02-474-9277,경기 하남시 감일백제로83번길 24,37.5043860661818,127.161018450008
창원 상남점,055-267-6788,경남 창원시 성산구 상남동 73-2,35.2209934653956,128.679921463873
서울 노량진1점,02-3280-5437,서울 동작구 노량진로10길 26,37.5122687243068,126.937490682083
안산 부곡점,031-408-3099,경기 안산시 상록구 부곡로 70-1,37.3285151993487,126.861090188497
원주 단구점,033-764-6478,강원도 원주시 단구동 1522-6,37.3274158590878,127.94594411552
서울 방배점,02-532-7410,서울 서초구 방배동 811-15,37.4915563351606,126.991594994788
평택 안중점,031-682-3399,경기 평택시 안중읍 송담1로 65,36.9760151726035,126.928661090686
대구 이천점,053-423-1009,대구 남구 희망로 57,35.8479169310823,128.60458018491
성남 위례역점,031-758-9288,경기도 성남시 수정구 위례서일로 22,37.4649104987549,127.138243680829
부산 남항점,051-418-2050,부산 영도구 남항로 35,35.0889689076835,129.04028162727
충북 혁신도시점,043-877-9294,충북 음성군 맹동면 용두2길 6,36.9095722578949,127.545054933052
부산 엄궁점,051-323-0031,부산 사상구 엄궁중로 3,35.1278750335075,128.970130818341
인제 용대리점,033-462-9333,강원 인제군 북면 미시령로 1150,38.197390625384,128.343376396336
부천 원미점,032-655-0234,경기 부천시 원미로 51,37.4872535300779,126.789472868989
서울 신림역점,02-882-1040,서울 관악구 신림동 1460-1,37.4864736647491,126.926135270392
서울 상계2점,02-934-7603,서울시 노원구 한글비석로 416,37.6617023324905,127.070637065092
부산 범천점,051-632-9997,부산시 부산진구 범일로154번길 33,35.1442374823168,129.061034928962
서울 답십리점,02-2244-1638~9,서울 동대문구 답십리동 530-17,37.5652209364129,127.056263899378
대구 다사점,053-710-4054,대구시 달성군 다사읍 죽곡리 876,35.8592488032542,128.459873566679
부천 상동역점,032-323-5571,경기 부천시 송내대로265번길 19,37.5064871235656,126.757881502865
양산 범어점,055-363-0892,경남 양산시 물금읍 범구로 14,35.3268002893287,129.011151832235
거제 상문점,055-632-8890,경남 거제시 상동5길 16-1,34.8686342406679,128.635463874861
양산 중부점,055-385-8979,경남 양산시 양산역로 77,35.3363015413935,129.029011795121
서울 상도1점,02-6082-9233,서울 동작구 상도동 486-9,37.4972590207601,126.953410702786
화성 향남2지구점,031-354-5859,경기도 화성시 향남읍 한절이길 17,37.1176651914203,126.915788848057
춘천 약사명동점,033-243-3355,강원 춘천시 근화동 286-11,37.8726850866943,127.717919888447
인천 화수송현점,032-713-4242,인천 동구 송화로 30,37.4795327012758,126.632483684501
철원 동송점,033-455-0401,강원 철원군 동송읍 금학로252번길 20,38.2107982153045,127.218595696841
시흥 은행점,031-311-5377,경기 시흥시 은행동 661,37.4335481931568,126.802650377421
인천 주안신기점,032-862-4755,인천 미추홀구 주안동 1495-4,37.4477312626629,126.682762345483
거제 사곡점,055-636-8828,경남 거제시 거제면 두동로 259-91,34.8829021538574,128.589765040384
서울 방학점,02-956-4564,서울시 도봉구 방학동 658-5,37.6672587957748,127.039249519174
광주 매곡오치점,062-575-0531,광주시 북구 매곡동 83-1,35.1908966239057,126.891698518598
부산 남포점,051-241-7788,부산 중구 보수대로 18,35.0987287937339,129.025259713516
서울 수유점,02-907-5566,서울 강북구 한천로 1120,37.6450987438405,127.020019929684
부산 전포점,051-817-2280,부산 부산진구 동성로 59,35.1557529453563,129.06820567163
부산 재송2점,051-781-3330,부산 해운대구 재송2로 10,35.1927294301283,129.129520276547
부산 명지점,051-294-2180,부산시 강서구 명지국제1로 56-1,35.0936853360857,128.905372235636
아산 배방점,041-534-5340,충남 아산시 배방읍 월천2길 8-16,36.7726099480931,127.075548940167
전주 여의반월점,063-213-2900,전북 전주시 덕진구 혁신로 655,35.8711036240712,127.070999297258
전주 신시가지점,063-236-1003,전북 전주시 완산구 우전로 201,35.8125712462974,127.101673033221
하남 위례스타필드점,02-402-8858,경기도 하남시 위례대로 190,37.478591797155,127.148271168865
서울 행당점,02-2297-0555,서울시 성동구 고산자로8길 24,37.5581254477023,127.036421734624
수원 영통1점,031-204-1177,경기 수원시 영통구 청명로77번길 22,37.2530820305761,127.078072339902
경남 함안점,055-583-0762,경남 함안군 가야읍 함마대로 1499-1,35.2755925464285,128.399550265554
서울 문래역점,02-2068-7776,서울 영등포구 당산로 34,37.5174631210953,126.896493699106
대구 동서변점,053-955-5381,대구 북구 서변동 1727-8,35.9268381953011,128.596664900028
대전 송촌점,042-632-0092,대전시 대덕구 송촌동 473-6,36.3634566935551,127.439066717026
울산 야음점,052-266-5757,울산 남구 수암로 175-1,35.5269871345044,129.326250086529
부산 덕포삼락점,051-305-5505,부산 사상구 삼락동 417-83,35.1700728751107,128.980649470094
서울 번동점,02-946-0933,서울시 강북구 오현로 171,37.6274636087675,127.037608531078
대전 탄방점,042-488-1234,대전 서구 탄방동 991,36.3460491009937,127.394469341707
남양주 마석점,031-594-3364,경기 남양주시 화도읍 맷돌로91번길 12-2,37.6587819287333,127.300998885087
여수 죽림점,061-683-1119,전남 여수시 소라면 죽림리 1180-3,34.7616214632277,127.63379495332
동두천 생연점,031-868-2226,경기 동두천시 생연동 754,37.8973515932324,127.056814099718
군산 이마트점,063-443-0078,전북 군산시 진포로 242,35.9801530800172,126.733175441443
서울 신상도점,02-815-9980,서울 동작구 장승배기로 21,37.5001539799097,126.942248633189
서울 고덕점,02-441-9992,서울 강동구 고덕동 655-7,37.5609988439761,127.151446650506
하남 미사강변점,031-792-9799,경기도 하남시 미사강변북로 32,37.5716179462214,127.18190599319
순천 조례점,061-722-8344,전남 순천시 조례동 928-15,34.9593456466185,127.516125229971
강원 인제점,033-461-0909,강원 인제군 인제읍 비봉로5번길 8,38.0688669886382,128.172907398087
광주 산수지산점,062-262-1500,광주 동구 무등로 495,35.1554426360687,126.933893909303
전북 고창점,063-563-9995,전북 고창군 고창읍 보릿골로 57-10,35.4306421025146,126.694255736227
수원 곡반정동점,031-303-0288,경기도 수원시 권선구 곡반정동 531-4,37.2424886000308,127.032328274426
광주 학동점,062-227-2777,광주시 동구 학동 703-2,35.1335644078468,126.932557301234
부산 만덕점,051-337-0616,부산 북구 만덕동 231-15,35.2119345257415,129.028479081573
서울 암사점,02-441-0101,서울 강동구 암사길 16,37.5512173797342,127.131334530632
광주 쌍촌점,062-375-4999,광주시 서구 쌍촌동 1298-4,35.1560184599859,126.860521674181
서울 중계본동점,02-931-3579,서울시 노원구 중계동 94-4,37.6510113278991,127.082113550015
부산 괴정점,051-205-2738,부산시 사하구 대티로1번길 47,35.1051840883234,128.998733738466
대전 죽동점,042-822-9399,대전 유성구 죽동로298번길 27-21,36.3693147256783,127.336932018243
인천 신포점,032-772-2080,인천 중구 신포로27번길 30,37.4722710928355,126.623849765065
고양 풍동점,031-901-6664,경기 고양시 일산동구 숲속마을1로 140-1,37.6736316698259,126.800706371736
동탄 능동점,031-8015-0604,경기 화성시 능동 1143-12,37.2023608092954,127.053382005888
안산 원곡점,031-494-5141,경기 안산시 단원구 원곡동 766-8,37.3317258365372,126.797612583976
부산 재송점,051-782-7282,부산 해운대구 재반로 29,35.1813230869186,129.126506456294
부산 민락점,051-753-7034,부산 수영구 광안해변로358번길 6,35.155795319185,129.131747996939
